iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,majority_tyranny_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,optimal_correct,majority_correct,expert_correct,compromise_minority_correct,compromose_strongmajority_correct,optimal_agrees_majority,compromise_minority_agrees_majority,compromise_minority_agrees_optimal,compromose_strongmajority_agrees_majority,compromose_strongmajority_agrees_optimal
1000,41,0.6,,0.07,,0,1,1,,0,0,0.001,0.945,0.919,0.745,0.919,0.936,0.95,1,0.95,0.967,0.983
1000,41,0.6,,0.08,,0,1,1,,0,0,0,0.958,0.949,0.764,0.949,0.963,0.963,1,0.963,0.972,0.991
1000,41,0.6,,0.1,,0,1,1,,0,0,0.001,0.978,0.943,0.821,0.943,0.969,0.959,1,0.959,0.974,0.985
1000,41,0.6,,0.11,,0,1,1,,0,0,0,0.989,0.962,0.818,0.962,0.978,0.969,1,0.969,0.98,0.989
1000,41,0.6,,0.12,,0,1,1,,0,0,0.001,0.993,0.972,0.869,0.972,0.988,0.969,1,0.969,0.98,0.989
1000,41,0.7,,0.02,,0,1,1,,0,0,0,0.998,0.998,0.741,0.998,0.998,1,1,1,1,1
1000,41,0.7,,0.03,,0,1,1,,0,0,0.001,0.994,0.995,0.771,0.995,0.994,0.999,1,0.999,0.999,1
1000,41,0.7,,0.04,,0,1,1,,0,0,0.001,0.999,0.998,0.796,0.998,0.999,0.997,1,0.997,0.997,1
1000,41,0.7,,0.06,,0,1,1,,0,0,0.003,0.998,0.996,0.822,0.996,0.996,0.998,1,0.998,1,0.998
1000,41,0.7,,0.07,,0,1,1,,0,0,0.007,0.999,0.998,0.841,0.998,0.999,0.999,1,0.999,0.999,1
1000,41,0.7,,0.08,,0,1,1,,0,0,0.004,1,1,0.866,1,1,1,1,1,1,1
1000,41,0.7,,0.1,,0,1,1,,0,0,0.011,1,0.999,0.915,0.999,1,0.999,1,0.999,0.999,1
1000,41,0.7,,0.11,,0,1,1,,0,0,0.005,0.999,0.995,0.929,0.995,0.999,0.996,1,0.996,0.996,1
1000,41,0.7,,0.12,,0,1,1,,0,0,0.013,1,0.999,0.944,0.999,1,0.999,1,0.999,0.999,1
1000,41,0.75,,0.02,,0,1,1,,0,0,0.002,1,1,0.79,1,1,1,1,1,1,1
1000,41,0.75,,0.03,,0,1,1,,0,0,0.008,1,1,0.817,1,1,1,1,1,1,1
1000,41,0.75,,0.04,,0,1,1,,0,0,0.009,1,1,0.829,1,1,1,1,1,1,1
1000,41,0.75,,0.06,,0,1,1,,0,0,0.01,1,1,0.872,1,1,1,1,1,1,1
1000,41,0.75,,0.07,,0,1,1,,0,0,0.011,0.999,0.998,0.909,0.998,0.999,0.997,1,0.997,0.997,1
1000,41,0.75,,0.08,,0,1,1,,0,0,0.019,1,1,0.91,1,1,1,1,1,1,1
1000,41,0.75,,0.1,,0,1,1,,0,0,0.03,1,1,0.947,1,1,1,1,1,1,1
1000,41,0.75,,0.11,,0,1,1,,0,0,0.03,1,1,0.946,1,1,1,1,1,1,1
1000,41,0.75,,0.12,,0,1,1,,0,0,0.033,1,0.998,0.965,0.998,0.999,0.998,1,0.998,0.999,0.999
1000,41,0.8,,0.02,,0,1,1,,0,0,0.028,1,1,0.834,1,1,1,1,1,1,1
1000,41,0.8,,0.03,,0,1,1,,0,0,0.017,1,1,0.864,1,1,1,1,1,1,1
1000,41,0.8,,0.04,,0,1,1,,0,0,0.026,1,1,0.87,1,1,1,1,1,1,1
1000,41,0.8,,0.06,,0,1,1,,0,0,0.04,1,1,0.92,1,1,1,1,1,1,1
1000,41,0.8,,0.07,,0,1,1,,0,0,0.04,1,1,0.949,1,1,1,1,1,1,1
1000,41,0.8,,0.08,,0,1,1,,0,0,0.04,1,1,0.956,1,1,1,1,1,1,1
1000,41,0.8,,0.1,,0,1,1,,0,0,0.066,1,1,0.979,1,1,1,1,1,1,1
1000,41,0.8,,0.11,,0,1,1,,0,0,0.076,1,1,0.975,1,1,1,1,1,1,1
1000,41,0.8,,0.12,,0,1,1,,0,0,0.062,1,1,0.976,1,1,1,1,1,1,1
1000,41,0.9,,0.02,,0,1,1,,0,0,0.196,1,1,0.938,1,1,1,1,1,1,1
1000,41,0.9,,0.03,,0,1,1,,0,0,0.198,1,1,0.97,1,1,1,1,1,1,1
1000,41,0.9,,0.04,,0,1,1,,0,0,0.229,1,1,0.982,1,1,1,1,1,1,1
1000,41,0.9,,0.06,,0,1,1,,0,0,0.256,1,1,0.99,1,1,1,1,1,1,1
1000,41,0.9,,0.07,,0,1,1,,0,0,0.31,1,1,0.986,1,1,1,1,1,1,1
1000,41,0.9,,0.08,,0,1,1,,0,0,0.298,1,1,0.994,1,1,1,1,1,1,1
1000,41,0.9,,0.1,,0,1,1,,0,0,0.258,1,1,0.992,1,1,1,1,1,1,1
1000,41,0.9,,0.11,,0,1,1,,0,0,0.275,1,1,0.987,1,1,1,1,1,1,1
1000,41,0.9,,0.12,,0,1,1,,0,0,0.245,1,1,0.993,1,1,1,1,1,1,1
1000,41,0.95,,0.02,,0,1,1,,0,0,0.481,1,1,0.99,1,1,1,1,1,1,1
1000,41,0.95,,0.03,,0,1,1,,0,0,0.572,1,1,0.995,1,1,1,1,1,1,1
1000,41,0.95,,0.04,,0,1,1,,0,0,0.537,1,1,0.993,1,1,1,1,1,1,1
1000,41,0.95,,0.06,,0,1,1,,0,0,0.52,1,1,0.997,1,1,1,1,1,1,1
1000,41,0.95,,0.07,,0,1,1,,0,0,0.426,1,1,0.994,1,1,1,1,1,1,1
1000,41,0.95,,0.08,,0,1,1,,0,0,0.428,1,1,0.994,1,1,1,1,1,1,1
1000,41,0.95,,0.1,,0,1,1,,0,0,0.404,1,1,0.994,1,1,1,1,1,1,1
1000,41,0.95,,0.11,,0,1,1,,0,0,0.346,1,1,0.998,1,1,1,1,1,1,1
1000,41,0.95,,0.12,,0,1,1,,0,0,0.336,1,1,0.996,1,1,1,1,1,1,1
1000,41,1,,0.02,,0,1,1,,0,0,0.889,1,1,0.998,1,1,1,1,1,1,1
1000,41,1,,0.03,,0,1,1,,0,0,0.815,1,1,0.999,1,1,1,1,1,1,1
1000,41,1,,0.04,,0,1,1,,0,0,0.764,1,1,0.999,1,1,1,1,1,1,1
1000,41,1,,0.06,,0,1,1,,0,0,0.703,1,1,1,1,1,1,1,1,1,1
1000,41,1,,0.07,,0,1,1,,0,0,0.643,1,1,0.997,1,1,1,1,1,1,1
1000,41,1,,0.08,,0,1,1,,0,0,0.615,1,1,0.995,1,1,1,1,1,1,1
1000,41,1,,0.1,,0,1,1,,0,0,0.504,1,1,0.997,1,1,1,1,1,1,1
1000,41,1,,0.11,,0,1,1,,0,0,0.485,1,1,0.997,1,1,1,1,1,1,1
1000,41,1,,0.12,,0,1,1,,0,0,0.457,1,1,0.994,1,1,1,1,1,1,1
1000,51,0.5,,0.02,,0,1,1,,0,0,0,0.616,0.583,0.522,0.583,0.611,0.811,1,0.811,0.914,0.897
1000,51,0.5,,0.03,,0,1,1,,0,0,0,0.717,0.666,0.6,0.666,0.695,0.815,1,0.815,0.911,0.904
1000,51,0.5,,0.04,,0,1,1,,0,0,0,0.732,0.665,0.608,0.665,0.697,0.801,1,0.801,0.896,0.905
1000,51,0.5,,0.06,,0,1,1,,0,0,0,0.817,0.755,0.652,0.755,0.795,0.838,1,0.838,0.92,0.918
1000,51,0.5,,0.07,,0,1,1,,0,0,0,0.858,0.786,0.692,0.786,0.815,0.872,1,0.872,0.941,0.931
1000,51,0.5,,0.08,,0,1,1,,0,0,0,0.878,0.831,0.685,0.831,0.851,0.869,1,0.869,0.946,0.923
1000,51,0.5,,0.1,,0,1,1,,0,0,0,0.924,0.86,0.745,0.86,0.896,0.9,1,0.9,0.948,0.952
1000,51,0.5,,0.11,,0,1,1,,0,0,0,0.944,0.884,0.765,0.884,0.912,0.908,1,0.908,0.952,0.956
1000,51,0.5,,0.12,,0,1,1,,0,0,0,0.954,0.916,0.806,0.916,0.924,0.932,1,0.932,0.978,0.954
1000,51,0.55,,0.02,,0,1,1,,0,0,0,0.791,0.79,0.605,0.79,0.793,0.907,1,0.907,0.933,0.974
1000,51,0.55,,0.03,,0,1,1,,0,0,0,0.817,0.807,0.595,0.807,0.82,0.918,1,0.918,0.949,0.969
1000,51,0.55,,0.04,,0,1,1,,0,0,0,0.842,0.796,0.651,0.796,0.812,0.884,1,0.884,0.932,0.952
1000,51,0.55,,0.06,,0,1,1,,0,0,0,0.886,0.826,0.697,0.826,0.853,0.88,1,0.88,0.939,0.941
1000,51,0.55,,0.07,,0,1,1,,0,0,0,0.92,0.865,0.721,0.865,0.892,0.909,1,0.909,0.947,0.962
1000,51,0.55,,0.08,,0,1,1,,0,0,0,0.929,0.9,0.74,0.9,0.906,0.913,1,0.913,0.962,0.951
1000,51,0.55,,0.1,,0,1,1,,0,0,0,0.974,0.927,0.792,0.927,0.952,0.943,1,0.943,0.969,0.974
1000,51,0.55,,0.11,,0,1,1,,0,0,0,0.973,0.937,0.803,0.937,0.958,0.952,1,0.952,0.973,0.979
1000,51,0.55,,0.12,,0,1,1,,0,0,0.001,0.98,0.951,0.843,0.951,0.971,0.955,1,0.955,0.974,0.981
1000,51,0.6,,0.02,,0,1,1,,0,0,0,0.934,0.932,0.646,0.932,0.935,0.978,1,0.978,0.981,0.997
1000,51,0.6,,0.03,,0,1,1,,0,0,0,0.924,0.917,0.674,0.917,0.921,0.969,1,0.969,0.978,0.991
1000,51,0.6,,0.04,,0,1,1,,0,0,0,0.944,0.934,0.703,0.934,0.95,0.954,1,0.954,0.97,0.984
1000,51,0.6,,0.06,,0,1,1,,0,0,0,0.965,0.945,0.735,0.945,0.958,0.956,1,0.956,0.973,0.983
1000,51,0.6,,0.07,,0,1,1,,0,0,0,0.957,0.951,0.739,0.951,0.95,0.962,1,0.962,0.987,0.975
1000,51,0.6,,0.08,,0,1,1,,0,0,0,0.976,0.954,0.775,0.954,0.97,0.956,1,0.956,0.976,0.98
1000,51,0.6,,0.1,,0,1,1,,0,0,0.001,0.986,0.972,0.843,0.972,0.984,0.98,1,0.98,0.984,0.996
1000,51,0.6,,0.11,,0,1,1,,0,0,0,0.993,0.978,0.846,0.978,0.988,0.983,1,0.983,0.99,0.993
1000,51,0.6,,0.12,,0,1,1,,0,0,0.002,0.995,0.982,0.867,0.982,0.988,0.985,1,0.985,0.992,0.993
1000,51,0.7,,0.02,,0,1,1,,0,0,0,0.999,1,0.75,1,0.999,0.999,1,0.999,0.999,1
1000,51,0.7,,0.03,,0,1,1,,0,0,0,0.996,0.996,0.767,0.996,0.996,1,1,1,1,1
1000,51,0.7,,0.04,,0,1,1,,0,0,0.002,0.999,0.999,0.776,0.999,0.998,0.998,1,0.998,0.999,0.999
1000,51,0.7,,0.06,,0,1,1,,0,0,0,0.998,0.997,0.831,0.997,0.998,0.997,1,0.997,0.997,1
1000,51,0.7,,0.07,,0,1,1,,0,0,0.001,1,1,0.847,1,1,1,1,1,1,1
1000,51,0.7,,0.08,,0,1,1,,0,0,0.002,1,1,0.866,1,1,1,1,1,1,1
1000,51,0.7,,0.1,,0,1,1,,0,0,0.002,0.999,1,0.897,1,0.999,0.999,1,0.999,0.999,1
1000,51,0.7,,0.11,,0,1,1,,0,0,0.002,1,1,0.944,1,1,1,1,1,1,1
1000,51,0.7,,0.12,,0,1,1,,0,0,0.007,1,1,0.94,1,1,1,1,1,1,1
1000,51,0.75,,0.02,,0,1,1,,0,0,0.001,0.999,0.999,0.787,0.999,0.999,1,1,1,1,1
1000,51,0.75,,0.03,,0,1,1,,0,0,0.001,1,1,0.814,1,1,1,1,1,1,1
1000,51,0.75,,0.04,,0,1,1,,0,0,0.003,1,1,0.819,1,1,1,1,1,1,1
1000,51,0.75,,0.06,,0,1,1,,0,0,0.002,1,1,0.878,1,1,1,1,1,1,1
1000,51,0.75,,0.07,,0,1,1,,0,0,0.002,1,1,0.905,1,1,1,1,1,1,1
1000,51,0.75,,0.08,,0,1,1,,0,0,0.007,0.999,1,0.941,1,0.999,0.999,1,0.999,0.999,1
1000,51,0.75,,0.1,,0,1,1,,0,0,0.013,1,1,0.959,1,1,1,1,1,1,1
1000,51,0.75,,0.11,,0,1,1,,0,0,0.005,1,1,0.95,1,1,1,1,1,1,1
1000,51,0.75,,0.12,,0,1,1,,0,0,0.014,1,1,0.966,1,1,1,1,1,1,1
1000,51,0.8,,0.02,,0,1,1,,0,0,0.009,1,1,0.849,1,1,1,1,1,1,1
1000,51,0.8,,0.03,,0,1,1,,0,0,0.01,1,1,0.865,1,1,1,1,1,1,1
1000,51,0.8,,0.04,,0,1,1,,0,0,0.008,1,1,0.875,1,1,1,1,1,1,1
1000,51,0.8,,0.06,,0,1,1,,0,0,0.02,1,1,0.949,1,1,1,1,1,1,1
1000,51,0.8,,0.07,,0,1,1,,0,0,0.021,1,1,0.956,1,1,1,1,1,1,1
1000,51,0.8,,0.08,,0,1,1,,0,0,0.022,1,1,0.964,1,1,1,1,1,1,1
1000,51,0.8,,0.1,,0,1,1,,0,0,0.036,1,1,0.979,1,1,1,1,1,1,1
1000,51,0.8,,0.11,,0,1,1,,0,0,0.043,1,1,0.977,1,1,1,1,1,1,1
1000,51,0.8,,0.12,,0,1,1,,0,0,0.041,1,1,0.986,1,1,1,1,1,1,1
1000,51,0.9,,0.02,,0,1,1,,0,0,0.099,1,1,0.959,1,1,1,1,1,1,1
1000,51,0.9,,0.03,,0,1,1,,0,0,0.162,1,1,0.964,1,1,1,1,1,1,1
1000,51,0.9,,0.04,,0,1,1,,0,0,0.167,1,1,0.982,1,1,1,1,1,1,1
1000,51,0.9,,0.06,,0,1,1,,0,0,0.208,1,1,0.993,1,1,1,1,1,1,1
1000,51,0.9,,0.07,,0,1,1,,0,0,0.16,1,1,0.995,1,1,1,1,1,1,1
1000,51,0.9,,0.08,,0,1,1,,0,0,0.208,1,1,0.993,1,1,1,1,1,1,1
1000,51,0.9,,0.1,,0,1,1,,0,0,0.191,1,1,0.994,1,1,1,1,1,1,1
1000,51,0.9,,0.11,,0,1,1,,0,0,0.179,1,1,0.991,1,1,1,1,1,1,1
1000,51,0.9,,0.12,,0,1,1,,0,0,0.15,1,1,0.993,1,1,1,1,1,1,1
1000,51,0.95,,0.02,,0,1,1,,0,0,0.429,1,1,0.988,1,1,1,1,1,1,1
1000,51,0.95,,0.03,,0,1,1,,0,0,0.452,1,1,0.999,1,1,1,1,1,1,1
1000,51,0.95,,0.04,,0,1,1,,0,0,0.486,1,1,0.996,1,1,1,1,1,1,1
1000,51,0.95,,0.06,,0,1,1,,0,0,0.408,1,1,0.996,1,1,1,1,1,1,1
1000,51,0.95,,0.07,,0,1,1,,0,0,0.377,1,1,0.998,1,1,1,1,1,1,1
1000,51,0.95,,0.08,,0,1,1,,0,0,0.359,1,1,0.997,1,1,1,1,1,1,1
1000,51,0.95,,0.1,,0,1,1,,0,0,0.328,1,1,0.997,1,1,1,1,1,1,1
1000,51,0.95,,0.11,,0,1,1,,0,0,0.296,1,1,0.998,1,1,1,1,1,1,1
1000,51,0.95,,0.12,,0,1,1,,0,0,0.282,1,1,0.997,1,1,1,1,1,1,1
1000,51,1,,0.02,,0,1,1,,0,0,0.833,1,1,0.998,1,1,1,1,1,1,1
1000,51,1,,0.03,,0,1,1,,0,0,0.769,1,1,1,1,1,1,1,1,1,1
1000,51,1,,0.04,,0,1,1,,0,0,0.687,1,1,0.999,1,1,1,1,1,1,1
1000,51,1,,0.06,,0,1,1,,0,0,0.644,1,1,0.998,1,1,1,1,1,1,1
1000,51,1,,0.07,,0,1,1,,0,0,0.566,1,1,1,1,1,1,1,1,1,1
1000,51,1,,0.08,,0,1,1,,0,0,0.516,1,1,0.998,1,1,1,1,1,1,1
1000,51,1,,0.1,,0,1,1,,0,0,0.463,1,1,0.997,1,1,1,1,1,1,1
1000,51,1,,0.11,,0,1,1,,0,0,0.403,1,1,0.999,1,1,1,1,1,1,1
1000,51,1,,0.12,,0,1,1,,0,0,0.378,1,1,0.995,1,1,1,1,1,1,1
